date,baseline,lightweight,regularized,bilstm,buy_hold
2024-11-10,1.3830697800445737,1.115510974835683,1.0,1.1302782929023005,1.4033787261615434
2024-11-11,1.524468233794326,1.2295554932384791,1.0,1.1302782929023005,1.5468534696398835
2024-11-12,1.5116527426638109,1.2192191955257647,1.0,1.1302782929023005,1.5338497963058473
2024-11-13,1.556824911906609,1.2556526794139402,1.0,1.1302782929023005,1.5796852720313517
2024-11-14,1.4995296795843407,1.2081857209975224,1.0,1.1302782929023005,1.5215487186110583
2024-11-15,1.5651061204534906,1.2069775352765248,1.0,1.1302782929023005,1.5880880815419651
2024-11-16,1.55638343363788,1.199043801711028,1.0,1.1302782929023005,1.5792373111118545
2024-11-17,1.5441359026888501,1.199043801711028,1.0,1.1302782929023005,1.566809937865857
2024-11-18,1.5561112692672245,1.199043801711028,1.0,1.1302782929023005,1.5789611502895244
2024-11-19,1.5870667103927503,1.199043801711028,1.0,1.1302782929023005,1.6103711399815188
2024-11-20,1.6213658660335328,1.199043801711028,1.0,1.1302782929023005,1.6451739431705428
2024-11-21,1.692951674723622,1.199043801711028,1.0,1.1302782929023005,1.7178109152599073
2024-11-22,1.7014235460264633,1.199043801711028,1.0,1.1302782929023005,1.7264071872114228
2024-11-23,1.6804494344449756,1.199043801711028,1.0,1.1302782929023005,1.7051250925418036
2024-11-24,1.6845147135028575,1.199043801711028,1.0,1.1302782929023005,1.7092500660088383
2024-11-25,1.6001028063880838,1.199043801711028,1.0,1.1302782929023005,1.6235986575341481
2024-11-26,1.5809058865234151,1.199043801711028,1.0,1.1302782929023005,1.6041198507995844
2024-11-27,1.6492602300390795,1.199043801711028,1.0,1.1302782929023005,1.673477906997971
2024-11-28,1.6439313402795517,1.199043801711028,1.0,1.1302782929023005,1.668070768015916
2024-11-29,1.675022662186085,1.199043801711028,1.0,1.1302782929023005,1.6996186337573416
2024-11-30,1.657621866044285,1.199043801711028,1.0,1.1302782929023005,1.6819623249607678
2024-12-01,1.6718992839965534,1.199043801711028,1.0,1.1302782929023005,1.6964493919965935
2024-12-02,1.6475892455335028,1.199043801711028,1.0,1.1291480146093982,1.6717823858169671
2024-12-03,1.6499413794482227,1.199043801711028,1.0,1.1307600106497349,1.674169058380151
2024-12-04,1.6974855544986156,1.199043801711028,1.0,1.1622128639455738,1.7224113703598627
2024-12-05,1.660105584114526,1.199043801711028,1.0,1.1622128639455738,1.6844825138564048
2024-12-06,1.7172874929395903,1.199043801711028,1.0,1.1622128639455738,1.7425040797414015
2024-12-07,1.7173326075071977,1.199043801711028,1.0,1.1622128639455738,1.7425498567696713
2024-12-08,1.7398929795104516,1.197844757909317,1.0,1.1622128639455738,1.7654415044511331
2024-12-09,1.6745276103683218,1.1516455448501586,1.0,1.1622128639455738,1.699116312616774
2024-12-10,1.6615124604222344,1.1516455448501586,1.0,1.1610506510816283,1.685910048684413
2024-12-11,1.7388104984269674,1.1516455448501586,1.0,1.213904806148547,1.76434312825497
2024-12-12,1.7193892141501799,1.1504938993053084,1.0,1.213904806148547,1.7446366625494574
2024-12-13,1.7437297318002745,1.1667808556453294,1.0,1.213904806148547,1.7693345954713968
2024-12-14,1.7422467246597286,1.164621751089045,1.0,1.213904806148547,1.767829811908184
2024-12-15,1.7925297299186191,1.164621751089045,1.0,1.213904806148547,1.8188511709791062
2024-12-16,1.822279967595205,1.163457129337956,1.0,1.213904806148547,1.849038260058751
2024-12-17,1.8241856552679772,1.1646738391457823,1.0,1.213904806148547,1.850971930779682
2024-12-18,1.7193641057449938,1.0965845536830414,1.0,1.213904806148547,1.7446111854533668
2024-12-19,1.6755284555675638,1.0965845536830414,1.0,1.2126909013423983,1.7001318541903543
2024-12-20,1.6800824757745256,1.0965845536830414,1.0,1.2159869473457718,1.704752745463645
2024-12-21,1.6709529522331696,1.0954879691293584,1.0,1.209379306577031,1.6954891643321732
2024-12-22,1.6345211933861137,1.0716030635383107,1.0,1.18301123008933,1.658522442869314
2024-12-23,1.6273252855831914,1.0668853780914942,1.0,1.1778030750797832,1.6512208706191305
2024-12-24,1.695896877225013,1.1118413737509008,1.0,1.2262550738730549,1.720799365007221
2024-12-25,1.7049099165640411,1.1188622242011783,1.0,1.2262550738730549,1.7316655508516015
2024-12-26,1.703205006647477,1.0793842119604158,1.0,1.2262550738730549,1.6705653435743075
2024-12-27,1.6742126068362673,1.0610106524059721,1.0,1.2250288187991818,1.6421285446202036
2024-12-28,1.6919756675300897,1.0722677630850594,1.0,1.2380261293983006,1.659551199834984
2024-12-29,1.6629290955301215,1.0538598726044826,1.0,1.2167726233370084,1.6310612668302098
2024-12-30,1.6471583212551693,1.0438653477549567,1.0,1.2052330775811673,1.6155927185096954
